SrcDatabase-来源库,Title-题名,Author-作者,Organ-单位,Source-文献来源,Keyword-关键词,Summary-摘要,PubTime-发表时间,FirstDuty-第一责任人,Fund-基金,Year-年,Volume-卷,Period-期,PageCount-页码,CLC-中图分类号,ISSN-国际标准刊号,URL-网址,DOI-DOI
期刊,高职程序设计类课程教学改革探索,苏宝莉;顾惠斌;,"常州机电职业技术学院信息工程系,常州机电职业技术学院机械工程系 江苏常州213164,江苏常州213164",福建电脑,高职;;程序设计类课程;;教学改革,"在高职程序设计类课程教学中,如何找到一种比较新颖的教学方式,使教师好教、学生易学并且爱学,一直是广大教师努力探索的课题。文章结合教学实践与理论思考,从教学模式、教学方法改革入手,探讨了加强实践环节、改革考试方式、渗透德育教育等方法,注重学生编程能力和实际应用能力的提高,以达到提高序设计类程教学质量的目的,并阐述了课程改革的进一步打算。",2008-01-01,苏宝莉;,,2008,,01,205+203,TP311.1-4,1673-2782,,
期刊,“大框架任务式”教学模式研究,唐春林;,广东邮电职业技术学院 广东广州510630,广东水利电力职业技术学院学报,教学模式;;职业能力;;大框架;;任务;;ASP,"高职教育人才培养目标决定了高职教育必须加强对学生职业能力和素质的培养,因此,在课程教学中有意识地对学生进行职业能力和职业素质的培养很有必要。对此以讲授""ASP网页编程""课程为例,讨论如何应用""大框架任务式""教学模式加强对学生职业能力和素质的培养。",2007-12-15,唐春林;,,2007,,04,43-45,G712.4,1672-2841,,
期刊,计算机专业本科的图形学实践教学,覃雄派;,中国人民大学信息学院;,计算机教育,创新;;计算机专业;;本科;;计算机图形学;;实践教学;;编程,"本文介绍了作者在计算机专业本科的图形学教学中,如何针对新形势下素质教育的要求,在课堂教学和上机实践两个环节上,调动学生的主动性,激发学生学习的兴趣,培养学生创新精神和动手编程能力的若干具体措施,希望起到抛砖引玉的作用,与同行进行交流,共同促进和提高计算机本科的图形学教学质量。",2007-11-25,覃雄派;,,2007,,22,80-83,TP3-4,1672-5913,,10.16512/j.cnki.jsjjy.2007.22.016
期刊,计算机专业《数据结构》课程教学改革研究,吴艳;,浙江工业大学之江学院信息工程系 杭州310024,现代计算机(专业版),教学模式;;教学改革;;任务驱动;;教学方法,"大部分高校《数据结构》课程的教学效果不尽如人意,根据专业课程教师在实际教学中的教学经验,对该课程的实际教学状况进行了定性分析,总结出《数据结构》课程教学的模式和方法上的不足,提出一些可行性建议。",2007-09-15,吴艳;,,2007,,09,47-48,TP311.12-4,1007-1423,,
期刊,高职院校程序设计课程教学法探讨,李红日;,湖南机电职业技术学院 湖南长沙410151,湖北广播电视大学学报,教学模式;;程序设计;;教学法;;高职教育,"在高等职业技术教育中,计算机程序设计是计算机学科中的一门重要且难度很大的专业基础课程,解决程序设计中枯燥难懂的问题,找到新颖适宜的教学方法是教师面临的首要问题。本文结合实例展示领悟教学法、问题教学法和条件迁移教学法在程序设计中的具体运用,指出应注意在程序设计中培养学生的逻辑与抽象思维能力。",2007-06-20,李红日;,,2007,,06,30-31,TP311.1-4,1008-7427,,
期刊,提高学生编程能力的思考与实践,翁健红;,湖南铁道职业技术学院 湖南株洲412001,科技信息(科学教研),高职教育;;编程能力;;软件专业,"针对学生编程能力方面存在的困难,本文提出了一些改进方法,并在实际应用中取得了较好的效果。",2007-06-10,翁健红;,湖南省教育科学“十一五”规划重点资助课题《基于岗位需求的高职软件专业模块化课程体系的构建》(课题编号:XJK06AZC009)资助。,2007,,17,217,TP311.52-4,1001-9960,,
期刊,改革程序设计教学 加强思维能力培养,吕俊白;,华侨大学信息科学与工程学院 福建泉州362021,高等理科教育,程序设计;;教学改革;;思维能力,"文章指出程序设计教学中普遍存在的“填鸭式”教学模式不能适应社会对培养创造型人才的需要,在分析程序设计教学对培养学生思维能力的作用基础上,提出了在程序设计教学中加强对学生思维能力的培养,使教学由“知识传授型”向“综合思维能力训练型”转变的全新教学模式。",2007-06-01,吕俊白;,福建省省级精品课程“面向对象程序设计”建设项目,2007,,03,134-136,TP311.1-4,1000-4076,,
期刊,软件高职学生能力培养的组织载体及其运作,刘绍清;张军红;,"福州职业技术学院计算机系,福州职业技术学院计算机系 福建福州350002,福建福州350002",福建电脑,高职教育;;软件协会;;软件工作室;;动手能力,"文章重点讨论职业技术学院如何结合自身的实际情况,通过软件协会和软件工作室这两个组织,点面结合,既照顾到面上的绝大部分学生,又突出了点上部分拔尖学生,培养出动手能力较强、有一定实践经验、基础技能比较扎实的专业技术人员。",2007-05-01,刘绍清;,,2007,,05,185-186,TP31-4,1673-2782,,
期刊,《C++高级语言程序设计》课程“双语教学”的探讨,伍晓榕;,宜春学院 江西宜春336000,宜春学院学报,双语教学(Bilingual Education);;C++;;教学改革,"结合双语教学实践,探讨了《C++高级语言程序设计》课程开展双语教学的意义,并就如何成功开展双语教学工作提出了几点建议.",2007-04-25,伍晓榕;,江西省教学研究资助项目(jxjg-06-15-3),2007,,02,35-36,TP312.1-4,1671-380X,,
期刊,提高C语言教学质量的探讨,张胜敏;曹萌萌;,"开封大学信息工程学院,开封大学信息工程学院 河南开封475004,河南开封475004",农业图书情报学刊,编程;;算法;;教学质量;;启发式,"“C语言程序设计”是计算机专业的主要专业基础课之一,是计算机系任何专业所必须学好的课程,如何使这门课程达到更好的教学效果是任课教师需要认真研究的课题。针对这种情况,文章从C语言的学习方法、教学方式和手段、上机实践等方面阐述了如何提高C语言教学质量,提出应重点培养学生的编程能力,为其后续课程的学习和今后的工作打下良好的基础;实践表明,这些方法对提高教学质量有明显的作用。",2007-04-05,张胜敏;,,2007,,04,124-125+153,TP312.1-4,1002-1248,,
期刊,尖宽结合的高职人才培养目标探讨,杨延广;曹素丽;,"石家庄邮电职业技术学院,石家庄邮电职业技术学院 河北石家庄050011,河北石家庄050011",职业教育研究,职业教育;;培养目标,"高职教育应本着正确处理学生知识与能力结构的高度和宽度的思路,运用面积表示法对高职软件编程专业的人才培养目标进行探讨,为实现“学生尖,学校宽”的培养目标进行相应的教学方案设计。",2007-01-08,杨延广;,,2007,,01,32-33,G718.5,1672-5727,,
期刊,“C语言程序设计”课程教学探讨,杨其宇;张霞;,"广东工业大学自动化学院,华南农业大学工程学院 广东广州510006,广东广州510642",广东工业大学学报(社会科学版),C语言程序设计;;课程;;多媒体教学;;教学改革,"文章针对目前“C语言程序设计”课程教学中存在的一些问题,作出分析和思考。提出针对C语言的实际应用,提高学生的学习兴趣。发挥多媒体教学的优势,提高课堂生动性及学生能动性,提高课程教学质量。创造各种学习和实践条件,加强学生能力的培养,提高学生的开发技能。",2006-12-30,杨其宇;,,2006,,S1,86-87,TP312.1-4,1671-623X,,
期刊,程序设计课程教学方法与手段改革探讨,潘旭华;,天津商学院信息工程学院 天津300314,太原理工大学学报(社会科学版),教学方法;;教学改革;;程序设计,"在程序设计课程教学实践中,针对学生普遍出现的“程序听起来清楚、看起来模糊、编起来糊涂”的问题,就教学方法和教学手段的改革进行了探讨,实施程序设计能力培养的“三步教学法”,充分利用“四维学习空间”,构建课上和课下、理论和实践、传授和自学相结合的教学环境,调动学生学习程序设计的积极性和主动性,对提高程序设计课程的教学效果,取得了一定的成效。",2006-12-30,潘旭华;,,2006,,S1,95-97,TP311-4,1009-5837,,
期刊,《编译原理》实验教学改革初探,赵曦;,天津工业大学计算机技术与自动化学院 300160,实验室科学,编译原理;;实验教学;;教学改革,"《编译原理》的实验教学对于深化学生对所学理论知识的理解,提高学生的上机实践能力和编程水平都具有重要的作用。但以往的实验教学效果并不理想。为此,我们对该课程的实验教学进行了全过程的改革,本文着重介绍了实验的准备和总结阶段及实验的内容和组织方面的改革。",2006-08-28,赵曦;,,2006,,04,26-27,TP314-4,1672-4305,,
期刊,关于高职学生计算机语言编程能力培养的探究,赵玉平;,乌鲁木齐成人教育学院 新疆乌鲁木齐830002,乌鲁木齐成人教育学院学报,计算机语言;;编程能力;;教学改革,"在高等职业教育中,教师如何根据高职学生的现状实施教学,如何提高高职学生对计算机语言课的学习兴趣,从而提高他们的职业能力是一个值得探究的问题。",2006-08-20,赵玉平;,,2006,,03,72-75,TP312-4,1671-5179,,10.16455/j.cnki.65-1281/g4.2006.03.020
期刊,《VB程序设计》课程教学改革初探,史娟;李敬文;,"淄博职业学院,淄博职业学院 山东淄博255013,山东淄博255013",电脑知识与技术,VB;;教学;;教学改革,"在VB程序设计课程教学中,如何解决程序设计本身枯燥、难懂这个问题,找到一条比较新颖的教学方式,一直是广大计算机教师颇感兴趣的课题。文章结合教学实践与理论思考,从教学手段和方法角度去探讨,并强调实验环节,合理的改进考核方法,注重学生编程能力和实际应用能力的提高,以达到提高课程教学质量的目的,阐述了VB程序设计教学改革的几点看法。",2006-02-15,史娟;,,2006,,05,218-219,TP312.1,1009-3044,,
期刊,数控机床课程教学改革,韩雪松,广西水利电力职业技术学院 广西南宁530023,广西水利水电,数控机床;;技能教学;;课程改革,"论述了数控机床课程教学如何改革,使学生更好地掌握实践技能、进一步提高动手能力,掌握数控机床的基本操作方法、数控加工工艺和数控加工程序的编制方法,真正做到理论与实践相结合。",2005-12-30,韩雪松,,2005,,S1,2,TG659-4;,,,10.16014/j.cnki.1003-1510.2005.s1.030
期刊,面向编程能力培养的VB语言教学改革,吴海珍;蒋加伏;,"长沙理工大学计算机与通信工程学院,长沙理工大学计算机与通信工程学院 湖南长沙410076,湖南长沙410076",湖南师范大学教育科学学报,VB语言;;案例教学;;网络教学平台,"VB语言课程的教学要为学生的专业学习服务,VB语言教学改革应以培养学生编程能力为中心,提高学生学习兴趣,培养应用知识的能力,根据学生所学的不同专业调整教学内容;运用案例教学法,优化教学模式;合理地利用多媒体教学并构建网络教学平台;建立以学生发展为本的教学评价体系,使学生树立正确的学习目的。",2005-12-30,吴海珍;,长沙理工大学教改课题“计算机程序设计教学中应用关联案例教学法研究与实践”[0420],2005,,06,120-122,TP312-4,1671-6124,,
期刊,提高 C 语言程序设计课教学质量的探讨,王丹玲;,辽东学院信息技术学院 辽宁丹东 118003,辽宁教育行政学院学报,程序设计;;算法;;课程设计,"由于 C 语言程序设计课比较抽象,所以很多学生学习积极性不高。笔者经过教学实践认为,提高 C 语言程序设计课的教学质量,应破除旧的教学体系,改进教学手段和方法,激发学习兴趣;应充分利用多媒体教学;注重上机实践,提高学生编程能力。",2005-12-30,王丹玲;,,2005,,12,72+74,TP312.1-4,1672-6022,,10.13972/j.cnki.cn21-1500/g4.2005.12.044
期刊,高职两年制数控技术应用专业的探索与实践,夏燕兰,南京工业职业技术学院机械工程系 江苏南京210016,南京工业职业技术学院学报,高职教育;;数控技术应用专业;;人才培养模式,"为了加快培养高技能型人才,文章对两年制数控技术应用专业的人才培养目标、课程体系、人才培养模式及专业特色进行了探讨。",2005-09-30,夏燕兰,,2005,,03,3,TG659-4;,1671-4644,,
期刊,“C语言程序设计”教学方法探讨,吴元斌,重庆三峡学院计算机科学系 重庆万州404000,福建电脑,C语言;;编程;;算法;;教学质量,"针对“C语言程序设计”教学中存在的若干突出问题,以提高学生的编程能力和实践能力为目标,给出了有效解决这些突出问题的方法。实践表明,这些方法对提高教学质量有明显的作用。",2005-08-25,吴元斌,,2005,,08,161,TP312,,,
期刊,如何提高计算机专业的C语言教学质量,刘达明;甘玲;,重庆邮电学院计算机学院;,计算机教育,教学方法;;考核方式;;教学质量;;编程能力,"本文从C语言的学习、教学、考核等方面阐述了""如何提高计算机专业的C语言教学质量"",提出应重点培养学生的编程能力,为其后续课程的学习和今后的工作打下良好的基础。作者在计算机专业的C语言教学中,对考试方法、考试内容以及""C程序竞赛""等方面做出了大胆的尝试,效果良好。",2005-08-10,刘达明;,,2005,,08,35-36,TP312-4,1672-5913,,10.16512/j.cnki.jsjjy.2005.08.016
期刊,"“程序设计”课程教学改革的研究与实践——加强算法设计教学,提高学生编程能力",李海伦;唐全;,南京理工大学信息与计算科学系;中国药科大学计算机教研室;,计算机教育,程序设计;;算法设计;;课程设计;;计算机课程教学改革;;计算机基础教育,"本文分析了只用一种高级语言教材讲授""程序设计""课程的教学模式必须改变,强调了算法设计、逻辑思维、编程方法是学习""程序设计""的重要内容,并提出了课程设计是程序设计教学的重要环节,最后指出""程序设计是人类的第二文化"",也是计算机科学的应用基础,学习程序设计的目的""全在于应用""。",2005-07-10,李海伦;,,2005,,07,21-22,TP31-4,1672-5913,,10.16512/j.cnki.jsjjy.2005.07.023
期刊,培养程序员对教师的基本要求,刘玉,河北职业技术学院 河北廊坊　065000,河北职业技术学院学报,程序员;;教师;;要求,"　本文充分肯定了教师团队对培养程序员的重要意义,论述了这种教学工作对教师教学能力的基本要求。",2005-03-30,刘玉,"河北省""新世纪高等教育教学改革工程""科研项目:《高职计算机专业""蓝领""程序员孵化工程》阶段成果。",2005,,01,29-31,G715.1,1671-1017,,
期刊,《Visual Basic程序设计教程》教学改革探索,"武志明,陈良琴,赵美香","山西农业大学工程技术学院,山西农业大学平遥机电学院,山西农业大学工程技术学院 山西太谷030801 ,山西平遥031100 ,山西太谷030801",山西农业大学学报(社会科学版),信息技术;;程序设计;;教学质量,"随着社会的进步以及信息技术的高速发展,计算机应用能力越来越显示出它的重要性, 为了提高《Visual Basic程序设计教程》教学水平,激发学生学习的主观能动性,提高学生对计 算机程序设计课程重要性和实用性的认识;文章指出要重视教学方法的改革;并加强实践环节, 提高学生编程能力;进一步改进考核方法,注重考查学生的实际应用能力,以提高课程教学质 量。",2005-01-30,武志明,,2005,,01,67-68,TP311.52,1671-816X,,10.13842/j.cnki.issn1671-816x.2005.01.024
期刊,提高《C语言程序设计》教学质量的探讨,简惠云,中南大学,理工高教研究,二进制;变量名;《C语言程序设计》;多媒体教学;编程能力;指针变量;教学质量;,"提高 C语言课程的教学质量 ,应让学生明确学习目的 ,激发学习兴趣 ;应用好多媒体教学 ,强调“当堂实践”,注重实践能力的提高 ;通过教学方法改革 ,从编程算法的积累 ,分组学习、交流编程经验 ,重视变量与内存之间的关系教学等多个方面提高学生的编程能力。",2004-12-30,简惠云,,2004,,06,83-85,TP312,1671-606X,,
期刊,谈软件技术专业的人才培养模式,"李法春,栗涛","广东农工商职业技术学院 ,湖南机电职业技术学院",机械职业教育,SQLServer;人才培养模式;职业针对性;专业培养体系;高等职业教育;数据库编程;技术专业;高职教育;主干课程;多模块;教学体系;实际工作能力;,"由于IT技术高速发展,IT人才的成长落后于IT业的发展,使我国面临着IT人才严重短缺的问题。按有关专家的说法,目前我国IT人才状况是“需求旺盛、数量缺乏、结构失控”。IT人才的缺乏已经制约了我国IT产业的发展。为了培养社会急需的IT人才,我院开设了“计算机软件技术”专业,该专",2004-10-15,李法春,,2004,,10,29-31,TP311.5-4,1007-1776,,10.16309/j.cnki.issn.1007-1776.2004.10.017
期刊,应用网络化教学手段促进程序设计课程的教学改革,"颜晖,何钦铭,陆汉权,杨起帆","浙江大学 ,浙江大学 ,浙江大学 ,浙江大学",中国大学教学,程序设计课程;基本训练;网络化教学;上机考试;编程能力;高级程序设计语言;作业平台;综合训练;考试平台;上机实践;思想和方法;教学改革;,"程序设计是高校重要的计算机基础课程,它以编程语言为平台,介绍程序设计的思想和方法。通过该课程的学习,学生不仅要掌握高级程序设计语言的知识,更重要的是在实践中逐步掌握程序设计的思想和方法,培养问题求解和语言的应用能力。因此,这是一门以培养学生探索创新精神和实践能?",2004-06-10,颜晖,,2004,,06,51-52,TP311,1005-0450,,
期刊,信息与计算科学专业建设的思考,"吴爱弟,何文章,赵小山","天津职业技术师范学院数理与信息科学系,天津职业技术师范学院数理与信息科学系,天津职业技术师范学院数理与信息科学系 天津 300222 ,天津 300222 ,天津 300222",天津轻工业学院学报,信息与计算科学;;专业建设;;教学改革,"结合职技高师院校的办学特色,论述了在职技高师院校如何办好信息与计算科学专业,探讨了该专业内涵,专业发展,专业建设和市场定位等一系列问题。",2003-12-30,吴爱弟,21世纪初天津市普通高等学校教学改革项目(E-192),2003,,S1,96-98,TP3-4,1001-456X,,10.13364/j.issn.1672-6510.2003.s1.032
期刊,高职院校机电专业毕业设计改革与实践,孙文志,辽宁石油化工大学职业技术学院 辽宁抚顺113008,辽宁高职学报,实践能力;;综合素质;;高职教育;;毕业设计,"高职院校的毕业设计是非常重要的实践教学环节。本文就毕业设计的选题、强化实践能力培养、提高综合素质进行了尝试,取得了一定经验。",2003-10-20,孙文志,,2003,,05,110-111,TH-4,1009-7600,,
期刊,“C语言课程设计”教学的思考与实践,高顺富,上海第二工业大学电子电气系 上海:200020,电气电子教学学报,计算机基础教学;;课程设计;;教学改革;;教学内容,"伴随计算机技术的快速发展 ,目前 ,仅具有 C语言基础知识的学生显然不符合现实社会对合格编程人员的要求了。本文就我校教学环节中出现的现象和原因进行了分析 ,并介绍了笔者在教学中的点滴思路、手段、经验",2002-03-25,高顺富,,2002,,01,103-105,TP312,1008-0686,,
期刊,"《程序设计语言》教学与专业课结合,培养学生计算机应用能力",张冬云,广西大学化学化工学院 广西南宁53004,广西大学学报(哲学社会科学版),程序设计语言;;教学改革;;能力,"在化工专业学生的《程序设计语言》教学中 ,采用课程教学及上机与专业课、科研相结合的办法 ,对学生进行理论联系实际思维方法的训练 ,从而提高学生利用计算机解决各种问题的能力。",2001-12-30,张冬云,,2001,,S1,217-218,TP312,1001-8182,,
期刊,从培养编程能力入手提高学生计算机应用能力,王平,"洛阳工学院计算机科学与工程系 河南洛阳,471039",洛阳工学院学报,大屏幕投影;;教学方法;;计算机应用,"介绍了从培养学生编程能力手提高计算机应用能力的重要性及一些有效措施 ,如以教学手段改革为中心 ,结合教学实践开展大屏幕投影教学 ;从改革教学方法、课程设置等环节入手提高教学效率及学生计算机综合应用能力等",2001-12-30,王平,,2001,,S1,45-46,TP311.2,1000-5080,,10.15926/j.cnki.issn1672-6871.2001.s1.014
期刊,专科计算机应用专业语言课程设置和编程能力的培养,齐亚平,西安航专计算机工程系 西安710077,西安航空技术高等专科学校学报,专科教育;;计算机教学;;课程设置,"本文从计算机应用专业语言课程设置和编程能力的训练和培养方面做了一些探讨和分析,以期通过我们课程设置和教学自身的改进和调整,积极适应市场对计算机专业大专生的需求.",2000-08-15,齐亚平,,2000,,03,11-14,TP311.5,1008-9233,,
期刊,加强课程体系改革　突出应用能力培养──数控专业机械类课程改革实践,熊光华,南京机械高等专科学校学报,南京机械高等专科学校学报,课程体系;;教学内容;;数控专业,课程体系改革是教学改革中的重要组成内容，通过数控专业的机械类课程体系的改革，不断探索，为课程体系改革提供经验和方法。,2000-03-28,熊光华,,2000,,01,29-30,TG659-4,32-1505/TH,,
期刊,师专计算机教育的实践探索,丽水师专计算机教育研究课题组,丽水师专学报,丽水师专学报,高校计算机教育;FOXBASE;能力的培养;等级考试;数据库编程;微机维护;上机操作;常用工具软件;普及教育;中学计算机;实践探索;,"计算机普及教育在90年代掀起了第二次浪潮,尤其在高等学校,计算机教育已逐步成为各专业的基础课。国家教委已明确提出了高校计算机教育的目标和要求。作为高校中的师范专科学校,由于受师资和设备等条件的限制,多年来计算机教育开展的还很不够。早期主要在理科类学生中开设以苹果机为主的APPLE SOFT BASIC语言。近几年,随着计算机设备的更新,教学内容已有所变化,但由于受教学时数和师资力量的限制,在理科类学生中仍以BASIC语言教学为主,且在大部分文科类学生中还不能全面地开展计算机基础教学,这跟当前社会计算机应用的普及和国家教委、省教委对高校计算机教育的要求极不适应。",1995-10-15,丽水师专计算机教育研究课题组,,1995,,05,23-26,TP3-4,1008-6749,,
期刊,强化计算机在财经专业教学中的应用,邵燕华,苏州大学财经学院,实验室研究与探索,教学中的应用;教学质量;会计电算化;大学毕业生;挑战与机遇;编程能力;教学辅助;应用能力;,强化计算机在财经专业教学中的应用苏州大学财经学院邵燕华近年来用人单位对大学毕业生的计算机应用能力提出了更高的要求。“学好外语、计算机，迎接挑战与机遇”已为当今社会普遍接受。为了使财经类专业的学生毕业后能适应现代经济工作的需要，成为合格的现代化经济管理...,1995-08-15,邵燕华,,1995,,03,3,G434,10067167,,

SrcDatabase-来源库,Title-题名,Author-作者,Organ-单位,Source-文献来源,Keyword-关键词,Summary-摘要,PubTime-发表时间,FirstDuty-第一责任人,Fund-基金,Year-年,Volume-卷,Period-期,PageCount-页码,CLC-中图分类号,URL-网址,DOI-DOI,
硕士,面向问题解决能力培养的小学编程教学研究,王欢,新疆师范大学,新疆师范大学,少儿编程教育;;问题解决能力;;教学设计;;猫头鹰科创空间,"由于在人工智能时代人们对少儿编程教学的高度关注,在程序设计教学中问题处理能力就显得尤为重要。在全国各个领域教学大纲和课程计划中都明确提出要结合各学科特点对学生的问题解决能力进行培养。在编程教育领域,虽然我国相继颁发了一系列有关编程教育的文件和政策,但编程教育仍处于起步发展阶段。在实际编程教学中存在学生问题意识薄弱、对编程知识无头绪、创造力不足等问题。基于以上所存在的问题,本研究尝试通过设计培养学生问题解决能力的教学活动,选择实践对象进行教学活动实施,一方面验证本研究的教学活动的有效性,另一方面希望通过少儿编程课程活动来提高学生的问题解决能力。本研究的研究范围定位在小学阶段,首先运用文献分析法对少儿编程教育以及问题解决能力的内涵及国内外相关研究成果进行梳理,在已有研究成果的基础上,通过问卷调查法和访谈法掌握目前小学阶段编程教育的现状,学生对编程学习很感兴趣,但缺乏对问题的梳理与分析,同时对少儿编程教育及问题解决能力进行操作性定义。其次在相关理论的指导下,构建了包含编程教学活动的前期分析、教学过程、教学评价三部分要素为培养学生问题解决能力的少儿编程教学活动流程。再次,根据教学活动流程,选择猫头鹰科创空间编程平台与教学内容,根据以往教学经验撰写教学设计。接下来,选取六年级的学生为研究对象,进行教学活动设计的实施。最后通过问卷调查法和准实验研究法,给学生发放编程问题解决能力测量问卷,并进行前后测分析,结合课堂教学数据分析、编程课后满意度调查问卷、知识点测试题等,对教学前后学生的问题解决能力进行综合评价。通过三个月的编程教育教学实践结果表明:在测量的各维度上,学生的问题解决能力得到了提升。(1)本研究构建的培养学生问题解决能力的少儿编程教育教学流程能够提升学生问题解决能力的培养;(2)研究中所进行的教学案例,具有有效性和可行性;(3)根据课堂教学特征AI分析报告,教师能及时对教学活动相关设计进行修改,其效果是显著的;(4)本研究丰富了培养学生问题解决能力的教学理论研究,为基于猫头鹰科创空间实施教学的少儿编程教师们提供了相应的参考与借鉴。",2022-06-20,王欢,,2022,,,141,G623.58,,10.27432/d.cnki.gxsfu.2022.000320,
硕士,高中信息技术教师编程教育教学能力指标体系构建研究,王怡,贵州师范大学,贵州师范大学,编程教育;;高中信息技术教师;;教学能力;;指标体系,"随着技术的不断发展,未来将是一个全新的智能时代,编程教育已上升到国家层面的战略规划。中小学没有专门的编程教育师资,大多由信息技术教师担任。当前,中小学的编程教育主要涉及学生思维培养等方面,对信息技术教师的教学能力研究较少关注,信息技术教师作为编程教育发展的直接推动者,专业的师资是确保编程教育的实施。信息技术教师应具备哪些编程教育教学能力,如何提升专业素养是亟待解决的问题。因此,研究高中信息技术教师编程教育教学能力指标体系,旨在帮助信息技术教师能力水平测评和培训提供参考。首先,采用文献研究对编程教育、教师教学能力及信息技术教师能力等相关文献进行梳理,初步提练出高中信息技术教师编程教育教学能力由三个层级指标构成。其次,依据指标体系编制专家咨询问卷,经过两轮德尔菲法进行筛选、修正指标描述,确定了高中信息技术教师编程教育教学能力由A编程教育基础能力、B编程教学设计能力、C编程教学实施能力、D编程教学评价能力、F编程教育研究能力5个一级指标、16个二级指标及35个三级指标构成。再基于指标体系编制《高中信息技术教师编程教育教学能力指标重要性观点量表》对G省高中信息技术教师进行调查,以SPSS25.0和AMOS25.0软件对数据进行信效度检验和高阶验证性因素分析。研究结果表示,信效度好,指标体系较为理想。然后再编制《高中信息技术教师编程教育教学能力指标体系权重及指标排序调查表》对专家进行调查,采用层次分析法计算一级指标权重,权重排序法计算二级、三级指标权重,得到最终的指标体系,可表示为E=0.22A+0.35B+0.28C+0.08D+0.07F。最后,根据最终构建的指标体系编制《高中信息技术教师编程教育教学能力水平测评量表》,选取G省高中开展编程教育的信息技术教师为样本,采用模糊综合评价法对高中信息技术教师的编程教育教学能力进行测评,并进行描述性分析和差异性分析。总体上看,样本中信息技术教师的编程教育教学能力水平整体呈现中等水平。高中信息技术教师编程教育教学能力在性别方面不存在显著差异。在地区方面各维度均存在显著差异。在教龄方面高中信息技术教师只在编程教育基础能力、编程教学实施能力与编程教育研究能力存在显著差异。在职称方面高中信息技术教师只在编程教学实施能力和编程教育研究能力存在显著差异。根据综合评价的结果,应该“加强不同背景高中信息技术教师的相关培训”,“加快提高高中信息技术教师的编程教育素养”及“推进高中信息技术教师编程教育评价多元化”方面提升高中信息技术教师的编程教育教学能力。",2022-06-09,王怡,,2022,,12,157,G633.67,,10.27048/d.cnki.ggzsu.2022.000705,
硕士,小学编程课程的游戏化学习活动设计研究,徐寅翔,华中师范大学,华中师范大学,游戏化学习;;编程教育;;学习活动框架;;游戏元素,"随着人工智能教育时代的到来,儿童编程教育逐渐成为了培养儿童创新能力和计算思维能力的重要方式。在实际教学过程中,如何发展小学生的学习主动性,培养学生的问题解决能力是每一位小学信息技术教师需要思考的问题。而根据文章对实际编程课程的观察实践,目前的小学编程课多数是以教师“手把手教学”为主的教学方式进行,学生在学习过程中的主动性、创造性和问题解决能力没有得到有效提高。游戏化学习作为一种以学生为主体,培养学生学习动机和问题解决能力的教学方式正是能够解决小学编程课程实际问题的一种手段。在目前有关游戏化学习的研究里,部分学者认为游戏化学习是设计应用教育游戏进行教学的一种方式,另一部分学者认为游戏化学习是将游戏因素融入课堂教学环节的一种教学方式。为了提高学生的问题解决能力和学习动机水平,提升学生的编程学习效果,本文尝试将游戏化元素引入到学习活动过程设计中,设计了基于游戏化学习的编程课活动框架,并将该框架运用于小学编程课程教学中。文章通过三轮行动研究教学活动,检验该教学方式和框架的效果和不足,以期通过本研究的游戏化教学活动框架能够为小学编程教育提供思路和实际参考。通过小学编程课堂实习考察,文章了解到目前学校编程教学的基本现状,再结合游戏化学习理论基础,按照本文所述的研究目标与研究思路进行研究工具、活动框架以及教学过程的设计,最终提出了小学编程课程游戏化学习活动框架的初代版本。在后续的每一轮行动研究活动后文章对当前应用的框架进行修正和迭代,以期更加符合小学生的学习规律。实验总结环节文章通过对小学生和助理教师填写的量表和观察表进行数据分析和汇总,验证了该框架的有效性,并得出以下结论:(1)该游戏化学习框架能够适用于小学编程课程,有效提升小学生的学习动机水平和课堂积极性。(2)该框架能够提高小学生面对编程活动时的问题解决能力,主要包括面对问题的态度、处理问题的方式、解决问题的品质三个维度。(3)该框架有助于提升小学生的编程能力。",2022-05-01,徐寅翔,,2022,,,85,G623.58,,10.27159/d.cnki.ghzsu.2022.002512,
